,date,open,high,low,close,volume,average,barCount
121,2020-12-10,120.48,123.87,120.15,123.24,62150401.0,122.902,249861
122,2020-12-11,122.49,122.76,120.55,122.41,64656215.0,121.609,274292
123,2020-12-14,122.58,123.35,121.54,121.78,52644168.0,122.584,221116
124,2020-12-15,124.42,127.9,124.13,127.88,120793901.0,126.44,441732
125,2020-12-16,127.38,128.37,126.56,127.81,72858326.0,127.498,273040
126,2020-12-17,128.91,129.58,128.04,128.7,65084292.0,128.656,239949
127,2020-12-18,128.93,129.1,126.12,126.66,95137509.0,127.416,336264
128,2020-12-21,125.04,128.31,123.44,128.23,87399181.0,125.84,333545
129,2020-12-22,131.59,134.41,129.65,131.88,139018417.0,132.286,470813
130,2020-12-23,132.14,132.43,130.78,130.96,65524758.0,131.688,229738
131,2020-12-24,131.33,133.46,131.1,131.97,45857271.0,132.395,152060
132,2020-12-28,133.99,137.34,133.51,136.69,101045308.0,135.812,353089
133,2020-12-29,138.07,138.79,134.34,134.87,100350209.0,136.442,345514
134,2020-12-30,135.54,135.99,133.4,133.72,76992497.0,134.365,269751
135,2020-12-31,134.04,134.74,131.72,132.69,74842982.0,132.896,276304
136,2021-01-04,133.52,133.62,126.8,129.41,100655506.0,129.752,385504
137,2021-01-05,128.88,131.74,128.43,131.01,72258461.0,130.714,261586
138,2021-01-06,127.72,131.05,126.38,126.6,121591559.0,128.508,451898
139,2021-01-07,128.4,131.63,127.86,130.92,84308570.0,130.082,306995
140,2021-01-08,132.43,132.63,130.23,132.05,81404848.0,131.492,320314
141,2021-01-11,129.16,130.17,128.5,128.98,72922367.0,129.349,292575
142,2021-01-12,128.52,129.69,126.86,128.8,71925546.0,128.451,271160
143,2021-01-13,128.69,131.45,128.49,130.89,69194324.0,130.541,272479
144,2021-01-14,130.8,131.0,128.76,128.91,66726106.0,129.869,264270
145,2021-01-15,128.68,130.23,127.0,127.14,77016212.0,128.445,293130
146,2021-01-19,127.72,128.71,126.93,127.83,60967833.0,127.672,233311
147,2021-01-20,128.59,132.49,128.55,132.03,76874934.0,131.388,295931
148,2021-01-21,133.84,139.67,133.59,136.87,91698793.0,135.777,336337
149,2021-01-22,136.3,139.85,135.02,139.07,89529879.0,137.755,322931
150,2021-01-25,143.03,145.09,136.54,142.92,119754818.0,142.548,435184
151,2021-01-26,143.6,144.3,141.37,143.16,75027856.0,142.737,262972
152,2021-01-27,143.42,144.3,140.41,142.06,94863467.0,142.642,383193
153,2021-01-28,139.47,141.99,136.7,137.09,107554702.0,139.413,442550
154,2021-01-29,135.9,136.74,130.21,131.96,133891871.0,132.703,575322
155,2021-02-01,133.69,135.38,131.0,134.14,83025656.0,133.773,342071
156,2021-02-02,135.62,136.31,134.61,134.99,60137230.0,135.254,254007
157,2021-02-03,135.52,135.77,133.61,133.94,60981232.0,134.582,249505
158,2021-02-04,136.35,137.4,134.59,137.39,60933991.0,135.994,238773
159,2021-02-05,137.32,137.42,135.86,136.76,56733472.0,136.61,233093
160,2021-02-08,135.98,136.96,134.93,136.91,52877360.0,136.124,209017
161,2021-02-09,136.71,137.88,135.85,136.01,51214603.0,136.83,197366
162,2021-02-10,136.47,136.99,134.4,135.39,51383478.0,135.507,220890
163,2021-02-11,135.92,136.39,133.77,135.13,47751183.0,134.875,197485
164,2021-02-12,134.28,135.53,133.69,135.37,45472543.0,134.433,186877
165,2021-02-16,135.47,136.01,132.79,133.19,59574139.0,133.924,242347
166,2021-02-17,131.23,132.22,129.47,130.84,73758951.0,130.563,311372
167,2021-02-18,129.24,130.0,127.42,129.71,72928325.0,128.817,295230
168,2021-02-19,130.19,130.71,128.8,129.87,65274261.0,129.766,259170
169,2021-02-22,128.05,129.72,125.6,126.0,78446659.0,127.15,324433
170,2021-02-23,123.76,126.71,118.39,125.86,122863543.0,123.23,533726
171,2021-02-24,124.95,125.56,122.23,125.35,86286885.0,124.324,369294
172,2021-02-25,124.64,126.46,120.54,120.99,112655073.0,122.785,515002
173,2021-02-26,122.59,124.85,121.25,121.26,113031548.0,123.287,517275
174,2021-03-01,123.77,127.93,122.79,127.79,87356206.0,125.885,367494
175,2021-03-02,128.4,128.72,125.01,125.12,76838973.0,126.206,336007
176,2021-03-03,124.77,125.71,121.84,122.06,82452531.0,123.525,402738
177,2021-03-04,121.73,123.6,118.62,120.13,130749900.0,120.862,616931
178,2021-03-05,121.0,121.94,117.57,121.42,116900282.0,119.679,562651
179,2021-03-08,120.97,121.0,116.21,116.36,115189494.0,118.064,538779
180,2021-03-09,119.01,122.05,118.79,121.09,95005196.0,120.726,425384
181,2021-03-10,121.54,122.17,119.45,119.98,86691617.0,120.334,412458
182,2021-03-11,122.31,123.21,121.26,121.96,78011789.0,122.072,331702
183,2021-03-12,120.39,121.17,119.16,121.03,69619676.0,120.19,307854
184,2021-03-15,121.39,124.0,120.42,123.99,67742817.0,122.837,284551
185,2021-03-16,125.71,127.22,124.71,125.57,92674023.0,125.978,376275
186,2021-03-17,124.07,125.86,122.33,124.76,88015235.0,123.687,387946
187,2021-03-18,122.85,123.18,120.32,120.53,90611184.0,121.736,406621
188,2021-03-19,119.9,121.43,119.67,119.99,96269297.0,120.332,399731
189,2021-03-22,120.31,123.87,120.26,123.39,77966029.0,122.738,346229
190,2021-03-23,123.31,124.24,122.14,122.54,72299488.0,123.044,309474
191,2021-03-24,122.79,122.9,120.06,120.09,68564879.0,121.314,303583
192,2021-03-25,119.59,121.66,119.0,120.59,77575511.0,120.24,363717
193,2021-03-26,120.39,121.48,118.92,121.21,73404796.0,120.137,324316
194,2021-03-29,121.65,122.58,120.72,121.39,61125437.0,121.462,284935
195,2021-03-30,120.1,120.41,118.86,119.9,67151632.0,119.68,295425
196,2021-03-31,121.65,123.52,121.15,122.15,84214266.0,122.715,381490
197,2021-04-01,123.64,124.18,122.49,123.0,58142715.0,123.161,244772
198,2021-04-05,123.76,126.17,123.07,125.9,69453288.0,125.299,289182
199,2021-04-06,126.53,127.13,125.65,126.21,62869136.0,126.386,261015
200,2021-04-07,125.82,127.92,125.14,127.9,67044483.0,127.046,275540
201,2021-04-08,128.96,130.39,128.52,130.36,70632804.0,129.701,298593
202,2021-04-09,129.9,133.04,129.47,133.0,84157265.0,131.592,338974
203,2021-04-12,132.58,132.85,130.63,131.24,68272686.0,131.545,271534
204,2021-04-13,132.51,134.66,131.93,134.43,70853319.0,133.706,281730
205,2021-04-14,134.94,135.0,131.65,132.03,67376280.0,133.102,284897
206,2021-04-15,133.85,135.0,133.64,134.5,66090815.0,134.391,274830
207,2021-04-16,134.3,134.67,133.28,134.16,60207231.0,134.001,229817
208,2021-04-19,133.47,135.47,133.34,134.84,65598794.0,134.559,275309
209,2021-04-20,135.02,135.53,131.81,133.11,76477003.0,133.46,325441
210,2021-04-21,132.39,133.75,131.3,133.5,54497737.0,132.799,234498
211,2021-04-22,133.04,134.15,131.41,131.94,67239840.0,132.86,291847
212,2021-04-23,132.16,135.12,132.16,134.32,61963311.0,134.153,258175
213,2021-04-26,134.83,135.06,133.56,134.72,49672028.0,134.515,207121
214,2021-04-27,135.04,135.41,134.11,134.39,52646211.0,134.592,216861
215,2021-04-28,134.31,135.01,133.08,133.58,71388679.0,134.036,300592
216,2021-04-29,136.46,137.07,132.45,133.48,120441443.0,134.137,497373
217,2021-04-30,131.8,133.56,131.06,131.46,75106273.0,132.333,325291
218,2021-05-03,132.01,134.07,131.83,132.54,59847366.0,132.854,266025
219,2021-05-04,131.18,131.49,126.7,127.85,105301941.0,127.852,471743
220,2021-05-05,129.21,130.45,127.97,128.1,67148598.0,129.333,299136
221,2021-05-06,127.9,129.75,127.13,129.74,61573253.0,128.518,288085
222,2021-05-07,130.88,131.26,129.47,130.21,56576013.0,130.45,258234
223,2021-05-10,129.4,129.54,126.81,126.85,65338185.0,127.958,294984
224,2021-05-11,123.49,126.27,122.77,125.91,89253905.0,124.821,412594
225,2021-05-12,123.3,124.64,122.25,122.77,83814847.0,123.084,394143
226,2021-05-13,124.59,126.15,124.26,124.97,84181244.0,125.254,376863
227,2021-05-14,126.27,127.89,125.85,127.45,61443573.0,126.888,264810
228,2021-05-17,126.82,126.93,125.17,126.27,54202467.0,125.836,236831
229,2021-05-18,126.56,126.99,124.78,124.85,46852153.0,126.146,216851
230,2021-05-19,123.16,124.92,122.86,124.69,68615062.0,123.929,322707
231,2021-05-20,125.23,127.72,125.1,127.31,55353349.0,126.782,260185
232,2021-05-21,127.85,128.0,125.21,125.43,62331326.0,126.219,265181
233,2021-05-24,126.01,127.94,125.94,127.1,48670277.0,127.309,219681
234,2021-05-25,127.84,128.32,126.32,126.9,49464762.0,126.975,213334
235,2021-05-26,126.93,127.39,126.42,126.85,43263985.0,126.863,183398
236,2021-05-27,126.36,127.64,125.08,125.28,55439918.0,126.498,236068
237,2021-05-28,125.57,125.8,124.55,124.61,55502715.0,125.108,236033
238,2021-06-01,125.07,125.35,123.94,124.28,48973118.0,124.63,214587
239,2021-06-02,124.29,125.24,124.05,125.06,45812013.0,124.744,201091
240,2021-06-03,124.65,124.85,123.13,123.54,53782536.0,123.704,247058
241,2021-06-04,124.04,126.16,123.85,125.89,55456100.0,125.313,226746
242,2021-06-07,126.18,126.32,124.83,125.9,55561903.0,125.302,238530
243,2021-06-08,126.62,128.46,126.21,126.74,60230203.0,127.109,254519
244,2021-06-09,127.18,127.75,126.52,127.13,41316919.0,127.067,184740
245,2021-06-10,127.03,128.19,125.94,126.11,57649048.0,126.707,258075
246,2021-06-11,126.48,127.44,126.1,127.35,41601876.0,126.996,179897
247,2021-06-14,127.82,130.49,127.07,130.48,66103463.0,129.379,272927
248,2021-06-15,129.88,130.6,129.39,129.64,48073568.0,129.857,209600
249,2021-06-16,130.28,130.89,128.46,130.15,70654577.0,129.973,325716
250,2021-06-17,129.8,132.55,129.65,131.79,73953105.0,131.55,334053
251,2021-06-18,131.01,131.51,130.24,130.46,69585552.0,130.894,294902
252,2021-06-21,130.31,132.41,129.21,132.3,56823425.0,131.32,250586
253,2021-06-22,132.1,134.08,131.62,133.98,54822411.0,132.915,226904
254,2021-06-23,133.78,134.32,133.23,133.7,48870121.0,133.791,199554
255,2021-06-24,134.41,134.64,132.93,133.41,52159780.0,133.815,220178
256,2021-06-25,133.49,133.89,132.81,133.11,37878701.0,133.301,173023
257,2021-06-28,133.42,135.25,133.35,134.78,47737931.0,134.83,214014
258,2021-06-29,134.82,136.49,134.35,136.33,49058434.0,135.897,215993
259,2021-06-30,136.17,137.41,135.87,136.96,44740326.0,136.797,202166
260,2021-07-01,136.57,137.33,135.76,137.27,41357117.0,136.6,183284
261,2021-07-02,137.92,140.0,137.74,139.96,61569787.0,139.155,251714
262,2021-07-06,140.09,143.15,140.07,142.02,87183223.0,141.739,353633
263,2021-07-07,143.54,144.89,142.66,144.57,83426662.0,143.975,337030
264,2021-07-08,141.57,144.06,140.66,143.24,80866087.0,142.54,351118
265,2021-07-09,142.73,145.65,142.65,145.11,82032258.0,144.78,332121
266,2021-07-12,146.21,146.32,144.0,144.5,58331259.0,144.805,243342
267,2021-07-13,144.06,147.46,143.63,145.64,83767711.0,146.126,338107
268,2021-07-14,148.05,149.57,147.68,149.15,101922592.0,148.807,400953
269,2021-07-15,149.25,150.0,147.09,148.48,86281224.0,148.423,354525
270,2021-07-16,148.53,149.76,145.88,146.39,72110009.0,147.765,302237
271,2021-07-19,143.75,144.07,141.67,142.45,90967121.0,142.571,435999
272,2021-07-20,143.47,147.1,142.96,146.15,72183869.0,145.497,318948
273,2021-07-21,145.53,146.13,144.63,145.4,56267770.0,145.35,229371
274,2021-07-22,145.93,148.2,145.81,146.8,58353076.0,147.112,249591
275,2021-07-23,147.52,148.72,146.92,148.56,51997002.0,148.08,217205
276,2021-07-26,148.27,149.83,147.7,148.99,51200168.0,149.234,217659
277,2021-07-27,149.14,149.21,145.55,146.77,74251335.0,146.947,324941
278,2021-07-28,144.84,146.97,142.54,144.98,87202900.0,144.889,369002
279,2021-07-29,144.66,146.55,144.58,145.64,43418981.0,145.859,183687
280,2021-07-30,144.43,146.33,144.11,145.86,50056057.0,145.326,221782
281,2021-08-02,146.33,146.95,145.25,145.52,47327568.0,145.894,210905
282,2021-08-03,145.82,148.05,145.18,147.36,50815197.0,146.706,226246
283,2021-08-04,147.26,147.79,146.28,146.95,41627704.0,147.052,190232
284,2021-08-05,146.98,147.84,146.17,147.06,36455653.0,147.115,176261
285,2021-08-06,146.32,147.11,145.63,146.14,38476436.0,146.227,173906
286,2021-08-09,146.22,146.7,145.52,146.09,34631200.0,146.117,161888
287,2021-08-10,146.42,147.71,145.3,145.6,46131638.0,146.185,215475
288,2021-08-11,146.07,146.72,145.53,145.86,39993243.0,146.038,176282
289,2021-08-12,146.19,149.05,145.84,148.89,58035023.0,147.919,247320
290,2021-08-13,148.97,149.45,148.27,149.1,43005407.0,148.894,186416
291,2021-08-16,148.57,151.13,146.47,151.12,82656690.0,149.223,339945
292,2021-08-17,150.23,151.68,149.09,150.19,73501615.0,150.243,303760
293,2021-08-18,149.81,150.72,146.15,146.36,68650913.0,148.473,313837
294,2021-08-19,145.07,148.0,144.52,146.7,67301741.0,146.464,303754
295,2021-08-20,147.44,148.5,146.78,148.19,43642142.0,147.763,189602
296,2021-08-23,148.24,150.19,147.89,149.71,44812156.0,149.46,184638
297,2021-08-24,149.45,150.86,149.15,149.62,39308754.0,149.935,163256
298,2021-08-25,149.82,150.32,147.8,148.36,46940227.0,148.609,204348
299,2021-08-26,148.33,149.12,147.51,147.54,39087872.0,148.162,173952
300,2021-08-27,147.46,148.75,146.83,148.6,41045968.0,148.06,182325
301,2021-08-30,149.0,153.49,148.61,153.12,74323201.0,152.088,309350
302,2021-08-31,152.69,152.8,151.29,151.83,57691708.0,152.06,259664
303,2021-09-01,152.8,154.98,152.34,152.51,64333689.0,153.896,279881
304,2021-09-02,153.85,154.72,152.4,153.65,57103820.0,153.605,250653
305,2021-09-03,153.75,154.63,153.09,154.3,46045854.0,153.995,200030
306,2021-09-07,155.0,157.26,154.39,156.69,66179291.0,156.177,276518
307,2021-09-08,156.98,157.04,154.0,155.11,58699047.0,155.089,263750
308,2021-09-09,155.49,156.11,153.95,154.07,44961300.0,154.929,194075
309,2021-09-10,155.02,155.48,148.7,148.97,116040945.0,151.093,504202
310,2021-09-13,150.65,151.42,148.75,149.55,73141098.0,149.715,333845
311,2021-09-14,150.36,151.07,146.91,148.12,84363534.0,148.887,347945
312,2021-09-15,148.54,149.44,146.37,149.03,61732142.0,147.858,269825
313,2021-09-16,148.44,148.97,147.22,148.79,53150536.0,148.064,235241
314,2021-09-17,148.78,148.82,145.76,146.06,77809929.0,146.913,311927
315,2021-09-20,143.86,144.84,141.27,142.94,89873045.0,142.702,414215
316,2021-09-21,143.93,144.6,142.78,143.43,59221109.0,143.763,257315
317,2021-09-22,144.4,146.43,143.7,145.85,58798190.0,145.37,250302
318,2021-09-23,146.62,147.08,145.64,146.83,49946631.0,146.671,217416
319,2021-09-24,145.66,147.48,145.56,146.92,41993074.0,146.464,181009
320,2021-09-27,145.48,145.96,143.82,145.37,55397696.0,145.054,235126
321,2021-09-28,143.27,144.75,141.69,141.91,81282540.0,142.785,358047
322,2021-09-29,142.54,144.45,142.03,142.83,55744478.0,143.477,245034
323,2021-09-30,143.66,144.38,141.28,141.5,68780930.0,142.519,305533
324,2021-10-01,141.87,142.92,139.11,142.65,70841913.0,140.908,306096
325,2021-10-04,141.71,142.21,138.27,139.14,74926541.0,139.279,324013
326,2021-10-05,139.49,142.24,139.36,141.11,62079151.0,141.0,260786
327,2021-10-06,139.58,142.15,138.37,142.0,65918279.0,140.251,276319
328,2021-10-07,143.0,144.22,142.72,143.29,48981558.0,143.708,204224
329,2021-10-08,144.04,144.18,142.56,142.9,43275947.0,143.209,187403
330,2021-10-11,142.26,144.81,141.81,142.81,46063724.0,143.757,184078
331,2021-10-12,143.23,143.25,141.04,141.51,50614841.0,142.031,217836
332,2021-10-13,141.2,141.4,139.2,140.91,58368781.0,140.203,261842
333,2021-10-14,142.09,143.88,141.51,143.76,50440226.0,143.116,215196
334,2021-10-15,143.72,144.9,143.51,144.84,50531448.0,144.26,197101
335,2021-10-18,143.44,146.84,143.16,146.55,60815769.0,145.269,245886
336,2021-10-19,146.99,149.17,146.55,148.76,60624868.0,148.306,245249
337,2021-10-20,148.72,149.76,148.12,149.26,47868276.0,149.082,198502
338,2021-10-21,148.76,149.64,147.87,149.48,43925575.0,149.017,188571
339,2021-10-22,149.64,150.18,148.64,148.69,45329745.0,149.346,198739
340,2021-10-25,148.69,149.37,147.62,148.64,36790471.0,148.489,166788
341,2021-10-26,149.28,150.84,149.01,149.32,46556350.0,149.64,205464
342,2021-10-27,149.38,149.73,148.49,148.85,38586370.0,149.191,170480
343,2021-10-28,149.86,153.17,149.72,152.57,69297439.0,152.202,300626
344,2021-10-29,147.19,149.94,146.41,149.8,89223094.0,148.204,382715
345,2021-11-01,148.99,149.7,147.8,148.96,47432502.0,148.682,215469
346,2021-11-02,148.67,151.57,148.65,150.02,50479783.0,150.456,229991
347,2021-11-03,150.39,151.97,149.82,151.49,35804933.0,150.807,161598
348,2021-11-04,151.61,152.43,150.64,150.96,40120421.0,151.483,184406
349,2021-11-05,151.81,152.19,150.06,151.28,39158690.0,151.064,181169
350,2021-11-08,151.4,151.57,150.16,150.44,31158440.0,150.763,144981
351,2021-11-09,150.15,151.43,150.07,150.81,36726836.0,150.811,185969
352,2021-11-10,150.08,150.13,147.85,147.92,44778285.0,148.626,220881
353,2021-11-11,148.96,149.43,147.68,147.87,28880240.0,148.203,129643
354,2021-11-12,148.43,150.4,147.48,149.99,41134838.0,149.297,181688
355,2021-11-15,150.33,151.88,149.43,150.0,36555080.0,150.38,164819
356,2021-11-16,149.93,151.49,149.34,151.0,37591611.0,150.674,168134
357,2021-11-17,150.99,155.0,150.99,153.49,67526788.0,153.56,299361
358,2021-11-18,153.65,158.67,153.05,157.87,98585969.0,156.524,422754
359,2021-11-19,157.63,161.02,156.53,160.55,91072720.0,159.526,392218
360,2021-11-22,161.68,165.7,161.0,161.02,93149689.0,163.904,415571
361,2021-11-23,161.12,161.8,159.06,161.41,70971253.0,160.234,329860
362,2021-11-24,160.75,162.14,159.64,161.94,54588093.0,161.028,237368
363,2021-11-26,159.56,160.45,156.36,156.81,55429693.0,157.972,281499
364,2021-11-29,159.36,161.19,158.79,160.24,64215972.0,160.117,289872
365,2021-11-30,159.97,165.52,159.92,165.3,122399509.0,163.419,575567
366,2021-12-01,167.35,170.3,164.53,164.77,117831733.0,167.998,553284
367,2021-12-02,158.74,164.2,157.8,163.76,103936698.0,161.758,491168
368,2021-12-03,164.0,164.96,159.72,161.84,88732071.0,161.798,447596
369,2021-12-06,164.32,167.88,164.28,165.32,76174443.0,165.974,376928
370,2021-12-07,169.06,171.58,168.34,171.18,85726234.0,170.473,391526
371,2021-12-08,171.93,175.96,170.7,175.08,90235677.0,173.965,396161
372,2021-12-09,174.85,176.75,173.92,174.56,85323591.0,175.377,366468
373,2021-12-10,175.25,179.63,174.69,179.45,88691060.0,177.038,411575
374,2021-12-13,181.08,182.13,175.53,175.74,115326498.0,178.847,520586
375,2021-12-14,175.29,177.74,172.21,174.33,95501156.0,174.378,451690
376,2021-12-15,175.11,179.5,172.31,179.3,98454969.0,175.616,454203
377,2021-12-16,179.3,181.14,170.75,172.26,120068566.0,174.489,564296
378,2021-12-17,169.93,173.47,169.69,171.14,114267403.0,171.337,488673
379,2021-12-20,168.23,170.58,167.46,169.75,77759544.0,169.21,365710
380,2021-12-21,171.56,173.2,169.12,172.99,67853695.0,171.205,305768
381,2021-12-22,172.93,175.86,172.15,175.64,65739540.0,174.119,306503
382,2021-12-23,175.83,176.85,175.27,176.28,51647964.0,176.137,229282
383,2021-12-27,177.09,180.42,177.07,180.33,57449334.0,178.926,261031
384,2021-12-28,180.16,181.33,178.53,179.29,64311654.0,179.729,282218
385,2021-12-29,179.35,180.63,178.14,179.38,47994050.0,179.472,214604
386,2021-12-30,179.55,180.57,178.09,178.2,47456923.0,179.447,215993
387,2021-12-31,178.12,179.23,177.26,177.57,43468950.0,177.863,202792
388,2022-01-03,177.89,182.88,177.71,182.01,71642674.0,181.318,322150
389,2022-01-04,182.63,182.94,179.12,179.7,68898912.0,180.728,338661
390,2022-01-05,179.62,180.17,174.64,174.92,67572056.0,177.61,327604
391,2022-01-06,172.69,175.3,171.64,172.0,65887324.0,173.219,334495
392,2022-01-07,172.8,174.14,171.03,172.17,58024390.0,172.497,289596
393,2022-01-10,169.08,172.5,168.17,172.19,76243662.0,169.984,363229
394,2022-01-11,172.37,175.18,170.82,175.08,58239363.0,173.499,281079
395,2022-01-12,176.09,177.18,174.82,175.53,56620012.0,175.869,274342
396,2022-01-13,175.77,176.62,171.79,172.19,62632078.0,174.249,299281
397,2022-01-14,171.34,173.78,171.09,173.07,54913077.0,172.341,275738
398,2022-01-18,171.5,172.54,169.4,169.8,61237494.0,170.675,296290
399,2022-01-19,169.98,171.08,165.94,166.23,68212756.0,168.583,332034
400,2022-01-20,166.99,169.68,164.18,164.51,64408443.0,167.439,310699
401,2022-01-21,164.42,166.33,162.3,162.41,90813513.0,164.047,440706
402,2022-01-24,160.05,162.3,154.7,161.62,115343786.0,158.286,599405
403,2022-01-25,158.93,162.76,157.02,159.78,78409907.0,159.381,402457
404,2022-01-26,163.44,164.39,157.82,159.69,79227846.0,161.586,406403
405,2022-01-27,162.42,163.84,158.28,159.22,84054091.0,160.943,421220
406,2022-01-28,165.71,170.35,162.8,170.33,129744687.0,167.22,606742
407,2022-01-31,170.24,175.0,169.51,174.78,80974538.0,172.971,395415
408,2022-02-01,174.03,174.84,172.31,174.61,58265825.0,173.508,287184
409,2022-02-02,174.74,175.88,173.33,175.84,53915586.0,174.802,270825
410,2022-02-03,174.54,176.24,172.12,172.9,59100405.0,174.707,304651
411,2022-02-04,171.75,174.1,170.68,172.39,55312203.0,172.361,290213
412,2022-02-07,172.84,173.95,170.95,171.66,44819660.0,172.556,231242
413,2022-02-08,171.75,175.35,171.43,174.83,55397502.0,173.753,286840
414,2022-02-09,176.11,176.65,174.9,176.28,48830139.0,175.728,245056
415,2022-02-10,174.15,175.48,171.55,172.12,63629236.0,173.787,336498
416,2022-02-11,172.33,173.08,168.04,168.64,66915186.0,170.477,359662
417,2022-02-14,167.37,169.58,166.56,168.88,57278255.0,168.313,312663
418,2022-02-15,170.99,172.95,170.25,172.79,46112499.0,171.472,241428
419,2022-02-16,171.82,173.34,170.05,172.55,43016135.0,171.517,226893
420,2022-02-17,171.07,171.91,168.47,168.88,46848383.0,170.375,238091
421,2022-02-18,169.84,170.55,166.19,167.3,56354059.0,167.896,276270
422,2022-02-22,164.99,166.69,162.15,164.32,64015373.0,164.523,352328
423,2022-02-23,165.54,166.15,159.75,160.07,61854281.0,162.509,332729
424,2022-02-24,152.62,162.85,152.0,162.74,100193295.0,157.604,519029
425,2022-02-25,163.83,165.12,160.87,164.85,70412962.0,163.687,383346
426,2022-02-28,162.97,165.42,162.43,165.12,61883797.0,164.063,339070
427,2022-03-01,164.7,166.6,161.97,163.2,63866606.0,164.285,340755
428,2022-03-02,164.48,167.36,162.95,166.56,58653746.0,165.737,305712
429,2022-03-03,168.44,168.91,165.55,166.23,56516320.0,166.993,286226
430,2022-03-04,164.49,165.55,162.1,163.17,63262885.0,163.392,328617
431,2022-03-07,163.41,165.02,159.04,159.3,68972253.0,161.769,346544
432,2022-03-08,158.82,162.88,155.8,157.44,100501629.0,158.924,501571
433,2022-03-09,161.47,163.41,159.41,162.95,64481756.0,161.842,324434
434,2022-03-10,160.2,160.39,156.0,158.52,74033721.0,157.882,357715
435,2022-03-11,158.97,159.28,154.5,154.73,72857526.0,156.25,357732
436,2022-03-14,151.53,154.12,150.1,150.62,79342744.0,151.813,371110
437,2022-03-15,150.99,155.57,150.38,155.09,67072382.0,153.257,315133
438,2022-03-16,157.07,160.0,154.46,159.59,72481911.0,157.359,370137
439,2022-03-17,158.55,161.0,157.63,160.62,54264041.0,159.215,270820
440,2022-03-18,160.46,164.48,159.76,163.98,77561285.0,162.155,333327
441,2022-03-21,163.51,166.35,163.01,165.38,63109146.0,164.609,308472
442,2022-03-22,165.47,169.42,164.91,168.82,60810238.0,168.182,284908
443,2022-03-23,167.96,172.64,167.65,170.21,76245630.0,170.883,367683
444,2022-03-24,171.2,174.14,170.21,174.07,68645413.0,172.076,318304
445,2022-03-25,173.79,175.28,172.75,174.72,62894013.0,173.957,306229
446,2022-03-28,172.09,175.73,172.0,175.6,69899201.0,174.33,322736
447,2022-03-29,176.75,179.01,176.34,178.96,70096530.0,177.697,335261
448,2022-03-30,178.56,179.61,176.7,177.77,66750463.0,178.177,322573
449,2022-03-31,177.87,178.03,174.4,174.61,66091709.0,176.269,339087
450,2022-04-01,173.99,174.88,171.95,174.31,57754704.0,173.243,294900
451,2022-04-04,174.57,178.49,174.44,178.44,59877249.0,177.399,289873
452,2022-04-05,177.55,178.3,174.41,175.06,55112678.0,176.082,275495
453,2022-04-06,172.35,173.63,170.13,171.83,66687005.0,171.769,336527
454,2022-04-07,171.17,173.36,169.85,172.14,56294405.0,171.76,284599
455,2022-04-08,171.78,171.78,169.2,170.09,58436773.0,170.539,287818
456,2022-04-11,168.73,169.03,165.5,165.75,54402821.0,166.774,285139
457,2022-04-12,168.01,169.87,166.64,167.66,61050218.0,168.152,304553
458,2022-04-13,167.39,171.04,166.77,170.4,52907220.0,169.635,265583
459,2022-04-14,170.73,171.27,165.04,165.29,55208723.0,167.537,259784
460,2022-04-18,163.91,166.6,163.57,165.07,49898998.0,164.922,246087
461,2022-04-19,165.0,167.82,163.91,167.4,49351346.0,166.431,258130
462,2022-04-20,168.76,168.88,166.1,167.23,51715219.0,167.333,273953
463,2022-04-21,168.87,171.53,165.91,166.42,67850250.0,169.061,351765
464,2022-04-22,166.49,167.87,161.5,161.79,59419014.0,164.514,311706
465,2022-04-25,161.18,163.17,158.46,162.88,72237670.0,160.491,389921
466,2022-04-26,162.18,162.34,156.72,156.8,69401232.0,158.826,361925
467,2022-04-27,155.94,159.79,155.38,156.57,64353114.0,157.556,334188
468,2022-04-28,159.16,164.52,158.93,163.64,83789592.0,161.923,425128
469,2022-04-29,161.86,166.2,157.25,157.65,92293023.0,161.299,447390
470,2022-05-02,156.79,158.23,153.27,157.96,95751321.0,155.853,509629
471,2022-05-03,158.14,160.71,156.32,159.48,68937269.0,158.78,326924
472,2022-05-04,159.67,166.48,159.26,166.02,86160287.0,162.228,438705
473,2022-05-05,163.81,164.08,154.95,156.77,99948693.0,158.243,527236
474,2022-05-06,156.02,159.44,154.18,157.28,89041854.0,157.352,476078
475,2022-05-09,154.91,155.83,151.49,152.06,94567578.0,153.002,489469
476,2022-05-10,155.5,156.74,152.97,154.51,83192975.0,154.987,446605
477,2022-05-11,153.5,155.45,145.81,146.5,103993686.0,149.653,545457
478,2022-05-12,142.76,146.2,138.8,142.56,140776114.0,141.995,692571
479,2022-05-13,144.66,148.11,143.11,147.11,88833843.0,146.286,413522
480,2022-05-16,145.61,147.52,144.18,145.54,65426332.0,145.802,301141
481,2022-05-17,148.86,149.77,146.68,149.24,58090230.0,148.336,253667
482,2022-05-18,146.86,147.37,139.97,140.82,80338150.0,142.901,373260
483,2022-05-19,139.89,141.66,136.6,137.35,106384505.0,138.729,497454
484,2022-05-20,139.07,140.7,132.61,137.59,107421893.0,136.258,486355
485,2022-05-23,137.79,143.26,137.65,143.11,92605239.0,141.378,388889
486,2022-05-24,140.83,141.97,137.33,140.36,84602216.0,139.33,358921
487,2022-05-25,138.44,141.79,138.34,140.52,70320990.0,140.067,309835
